code,name,time_key,open,close,high,low,volume,turnover,pe_ratio,turnover_rate,last_close,change_rate
US.ZM,Zoom Communications,2025-01-06 00:00:00,83.17,82.34,84.19,81.995,2425896.0,200548586.0,39.777,0.00928,82.7,-0.43530834340991253
US.ZM,Zoom Communications,2025-01-07 00:00:00,83.8,80.45,84.03,80.12,2150040.0,174439956.0,38.864,0.00822,82.34,-2.2953606995384956
US.ZM,Zoom Communications,2025-01-08 00:00:00,80.12,79.9,80.6559,78.86,2850832.0,227180399.0,38.599,0.0109,80.45,-0.6836544437538783
US.ZM,Zoom Communications,2025-01-10 00:00:00,78.575,79.46,79.815,78.02,2750371.0,217430851.0,38.386,0.01052,79.9,-0.5506883604505797
US.ZM,Zoom Communications,2025-01-13 00:00:00,78.53,78.82,79.72,78.53,1885020.0,148854312.0,38.077,0.00721,79.46,-0.8054366977095384
US.ZM,Zoom Communications,2025-01-14 00:00:00,79.68,79.2,80.24,78.53,1537464.0,121816944.0,38.26,0.00588,78.82,0.4821111393047639
US.ZM,Zoom Communications,2025-01-15 00:00:00,80.12,80.26,80.82,79.3601,2045875.0,164325772.0,38.772,0.00782,79.2,1.3383838383838498
US.ZM,Zoom Communications,2025-01-16 00:00:00,80.3,79.44,80.465,79.27,1803396.0,143776395.0,38.376,0.0069,80.26,-1.0216795414901614
US.ZM,Zoom Communications,2025-01-17 00:00:00,80.04,78.07,80.21,78.01,2924031.0,229315145.0,37.714,0.01118,79.44,-1.724572004028202
US.ZM,Zoom Communications,2025-01-21 00:00:00,78.79,78.54,79.21,77.6,2470802.0,193765736.0,37.942,0.00945,78.07,0.6020238247726573
US.ZM,Zoom Communications,2025-01-22 00:00:00,79.04,79.28,79.36,78.0701,2288069.0,180398434.0,38.299,0.00875,78.54,0.9421950598421214
US.ZM,Zoom Communications,2025-01-23 00:00:00,79.27,80.01,80.03,76.38,3526358.0,278621669.0,38.652,0.01349,79.28,0.9207870837537824
US.ZM,Zoom Communications,2025-01-24 00:00:00,80.75,80.17,82.305,79.99,2100089.0,169006585.0,38.729,0.00803,80.01,0.19997500312460836
US.ZM,Zoom Communications,2025-01-27 00:00:00,79.02,82.0,82.28,78.78,2259128.0,184392432.0,39.613,0.00864,80.17,2.282649370088552
US.ZM,Zoom Communications,2025-01-28 00:00:00,82.45,88.64,88.9,82.36,4971821.0,433442560.0,42.821,0.01902,82.0,8.097560975609763
