code,name,time_key,open,close,high,low,volume,turnover,pe_ratio,turnover_rate,last_close,change_rate
US.STNE,StoneCo,2025-01-06 00:00:00,6.790680408,6.765896903,7.05916838,6.732852229,5691795.0,47334411.0,10.567,0.02115,6.633718209,1.9925280187613525
US.STNE,StoneCo,2025-01-07 00:00:00,6.856769755,6.856769755,6.947642607,6.782419239,3918282.0,32508359.0,10.682,0.01456,6.765896903,1.3431013404846093
US.STNE,StoneCo,2025-01-08 00:00:00,6.765896903,6.584151198,6.765896903,6.563498277,5775948.0,46367666.0,10.152,0.02147,6.856769755,-3.97590362139848
US.STNE,StoneCo,2025-01-10 00:00:00,6.534584188,6.485017178,6.613065288,6.385883157,7319868.0,57574265.0,10.115,0.02721,6.584151198,-1.5056461648407016
US.STNE,StoneCo,2025-01-13 00:00:00,6.418927831,6.724591061,6.741113398,6.379522058,4637677.0,37362242.0,10.462,0.01724,6.485017178,3.694267515786076
US.STNE,StoneCo,2025-01-14 00:00:00,6.724591061,6.798941576,6.823725081,6.708068724,4384207.0,35937627.0,10.51,0.01629,6.724591061,1.1056510994579938
US.STNE,StoneCo,2025-01-15 00:00:00,7.021993123,7.220261164,7.294611679,6.980687281,5714279.0,49418006.0,11.077,0.02124,6.798941576,6.196840836038975
US.STNE,StoneCo,2025-01-16 00:00:00,6.815463913,6.955903775,7.092213054,6.774158071,6052212.0,50980867.0,10.739,0.02249,7.220261164,-3.6613272428160593
US.STNE,StoneCo,2025-01-17 00:00:00,6.997209617,7.071560133,7.129388311,6.935250855,5070200.0,43294847.0,10.89,0.01884,6.955903775,1.6627078484851454
US.STNE,StoneCo,2025-01-21 00:00:00,7.121127143,6.972426112,7.125257727,6.922859102,4591249.0,38942790.0,10.724,0.01706,7.071560133,-1.4018691651561221
US.STNE,StoneCo,2025-01-22 00:00:00,7.005470786,7.08808247,7.2367835,6.964164944,4926971.0,42580959.0,10.751,0.01831,6.972426112,1.6587677824358327
US.STNE,StoneCo,2025-01-23 00:00:00,7.038515459,7.071560133,7.245044669,7.038515459,5392056.0,46553029.0,10.7,0.02004,7.08808247,-0.23310023648750455
US.STNE,StoneCo,2025-01-24 00:00:00,7.13764948,7.178955322,7.344178689,7.100474222,5423362.0,47434539.0,10.835,0.02016,7.071560133,1.5186915896936437
US.STNE,StoneCo,2025-01-27 00:00:00,7.145910648,7.360701026,7.397876284,7.13764948,4977039.0,44113949.0,11.082,0.0185,7.178955322,2.5316455646831715
US.STNE,StoneCo,2025-01-28 00:00:00,7.402006868,7.302872847,7.49287972,7.294611679,3276633.0,29255825.0,10.927,0.01218,7.360701026,-0.7856341236484932
