code,name,time_key,open,close,high,low,volume,turnover,pe_ratio,turnover_rate,last_close,change_rate
US.SNPS,Synopsys,2025-01-06 00:00:00,499.66,501.06,509.09,498.22,881501.0,442954595.0,34.532,0.00574,493.71,1.4887282007656433
US.SNPS,Synopsys,2025-01-07 00:00:00,501.59,487.62,502.785,485.79,1213045.0,594749234.0,33.605,0.0079,501.06,-2.6823134953897765
US.SNPS,Synopsys,2025-01-08 00:00:00,491.42,502.0,502.79,490.41,1266796.0,631939506.0,34.596,0.00825,487.62,2.949017677699839
US.SNPS,Synopsys,2025-01-10 00:00:00,496.89,492.54,498.33,485.11,1281719.0,631049768.0,33.944,0.00835,502.0,-1.884462151394417
US.SNPS,Synopsys,2025-01-13 00:00:00,489.08,487.43,493.395,485.21,891345.0,434800654.0,33.592,0.00581,492.54,-1.0374791895074509
US.SNPS,Synopsys,2025-01-14 00:00:00,492.66,490.36,494.78,484.66,833524.0,408347219.0,33.794,0.00543,487.43,0.6011119545370702
US.SNPS,Synopsys,2025-01-15 00:00:00,501.46,507.19,510.95,501.28,1129226.0,573193314.0,34.954,0.00736,490.36,3.43217228158903
US.SNPS,Synopsys,2025-01-16 00:00:00,512.25,515.81,523.88,508.38,1160189.0,600732831.0,35.548,0.00756,507.19,1.6995603225615552
US.SNPS,Synopsys,2025-01-17 00:00:00,529.23,526.7,529.95,523.88,1240805.0,654080772.0,36.299,0.00809,515.81,2.1112425117776112
US.SNPS,Synopsys,2025-01-21 00:00:00,532.0,529.75,535.48,527.07,1193624.0,633508949.0,36.509,0.00778,526.7,0.5790772735902783
US.SNPS,Synopsys,2025-01-22 00:00:00,531.21,544.7,547.401,531.21,1091938.0,593043587.0,37.539,0.00712,529.75,2.822085889570558
US.SNPS,Synopsys,2025-01-23 00:00:00,540.76,551.54,556.31,537.87,1524635.0,838596713.0,38.011,0.00993,544.7,1.2557371029924491
US.SNPS,Synopsys,2025-01-24 00:00:00,552.89,546.19,553.27,542.145,880537.0,480835630.0,37.642,0.00574,551.54,-0.9700112412517559
US.SNPS,Synopsys,2025-01-27 00:00:00,523.28,510.73,530.0,502.1915,1840160.0,942347085.0,35.198,0.01199,546.19,-6.4922462879217875
US.SNPS,Synopsys,2025-01-28 00:00:00,510.2,526.12,527.84,504.0,1606526.0,831988855.0,36.259,0.01047,510.73,3.013333855461786
US.SNPS,Synopsys,2025-01-29 00:00:00,523.61,512.71,523.96,511.217,891711.0,459600651.0,35.334,0.00581,526.12,-2.548848171519802
US.SNPS,Synopsys,2025-01-30 00:00:00,515.9,526.36,528.1519,515.74,741343.0,388633221.0,36.275,0.00483,512.71,2.6623237307639824
US.SNPS,Synopsys,2025-01-31 00:00:00,528.26,525.48,533.98,523.47,1095262.0,578043127.0,36.215,0.00714,526.36,-0.16718595637966738
US.SNPS,Synopsys,2025-02-03 00:00:00,511.69,520.25,526.11,510.0,765361.0,397463213.0,35.854,0.00499,525.48,-0.9952805054426417
US.SNPS,Synopsys,2025-02-04 00:00:00,516.91,523.88,524.345,514.82,859649.0,447546985.0,36.104,0.0056,520.25,0.6977414704468998
US.SNPS,Synopsys,2025-02-05 00:00:00,524.57,528.42,529.64,515.79,547719.0,287956040.0,36.417,0.00357,523.88,0.8666106742001967
