code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
US.CRWV,CoreWeave,2025-07-07 00:00:00,161.18,159.7,163.66,155.26,0.0,0.33775,12665695.0,2019000238.0,-3.3292978208232444,165.2
US.CRWV,CoreWeave,2025-07-08 00:00:00,159.345,151.45,160.42,148.75,0.0,0.32066,12024644.0,1856061847.0,-5.165936130244208,159.7
US.CRWV,CoreWeave,2025-07-09 00:00:00,155.2,153.05,156.47,149.7,0.0,0.25526,9572204.0,1471055024.0,1.0564542753384107,151.45
US.CRWV,CoreWeave,2025-07-10 00:00:00,152.8,138.29,153.5,136.01,0.0,0.44052,16519457.0,2372469913.0,-9.643907219862802,153.05
US.CRWV,CoreWeave,2025-07-11 00:00:00,132.925,125.84,136.3599,125.67,0.0,0.41925,15721936.0,2039594948.0,-9.002820160532208,138.29
US.CRWV,CoreWeave,2025-07-14 00:00:00,130.38,132.375,135.67,129.99,0.0,0.30488,11432878.0,1521852597.0,5.193102352193259,125.84
US.CRWV,CoreWeave,2025-07-15 00:00:00,144.24,140.59,146.75,140.05,0.0,0.46177,17316206.0,2486543081.0,6.20585457979226,132.375
US.CRWV,CoreWeave,2025-07-16 00:00:00,143.15,143.04,146.99,139.02,0.0,0.29002,10875592.0,1555531136.0,1.7426559499253067,140.59
US.CRWV,CoreWeave,2025-07-17 00:00:00,141.37,132.21,141.37,131.34,0.0,0.32546,12204698.0,1658740130.0,-7.571308724832204,143.04
US.CRWV,CoreWeave,2025-07-18 00:00:00,132.52,123.02,132.52,122.19,0.0,0.34303,12863607.0,1616376970.0,-6.951062703275102,132.21
US.CRWV,CoreWeave,2025-07-21 00:00:00,126.53,124.91,134.3,124.11,0.0,0.2995,11231230.0,1446664432.0,1.536335555194278,123.02
US.CRWV,CoreWeave,2025-07-22 00:00:00,125.925,129.77,132.4,122.7001,0.0,0.25086,9407275.0,1206355914.0,3.890801376991445,124.91
US.CRWV,CoreWeave,2025-07-23 00:00:00,132.0,126.05,132.12,125.3831,0.0,0.17843,6691174.0,853061370.0,-2.866610156430618,129.77
US.CRWV,CoreWeave,2025-07-24 00:00:00,125.75,120.0,126.32,120.0,0.0,0.20346,7629928.0,929162431.0,-4.799682665608883,126.05
US.CRWV,CoreWeave,2025-07-25 00:00:00,119.93,115.62,119.93,114.23,0.0,0.2746,10297510.0,1194121005.0,-3.6499999999999964,120.0
US.CRWV,CoreWeave,2025-07-28 00:00:00,115.0,110.28,116.8,109.6,0.0,0.25675,9628063.0,1081749577.0,-4.618578100674626,115.62
US.CRWV,CoreWeave,2025-07-29 00:00:00,108.84,108.74,113.44,106.3,0.0,0.28035,10513259.0,1155455327.0,-1.3964454116793674,110.28
US.CRWV,CoreWeave,2025-07-30 00:00:00,108.755,102.89,109.5,100.8,0.0,0.29472,11052032.0,1156119121.0,-5.379805039543861,108.74
US.CRWV,CoreWeave,2025-07-31 00:00:00,112.63,114.13,119.59,111.5,0.0,0.66634,24987827.0,2896141688.0,10.924288074642817,102.89
US.CRWV,CoreWeave,2025-08-01 00:00:00,104.9,104.14,109.3,103.105,0.0,0.34813,13055033.0,1380688289.0,-8.753176202576006,114.13
US.CRWV,CoreWeave,2025-08-04 00:00:00,106.675,106.01,107.58,101.6,0.0,0.24093,9034851.0,947958864.0,1.7956596888803578,104.14
US.CRWV,CoreWeave,2025-08-05 00:00:00,105.225,111.84,114.25,104.503,0.0,0.31741,11902823.0,1314081515.0,5.4994811810206565,106.01
US.CRWV,CoreWeave,2025-08-06 00:00:00,110.5,110.24,111.9999,105.56,0.0,0.20785,7794309.0,845003012.0,-1.4306151645207517,111.84
US.CRWV,CoreWeave,2025-08-07 00:00:00,115.48,121.08,122.2,115.02,0.0,0.47242,17715871.0,2097691362.0,9.833091436865026,110.24
US.CRWV,CoreWeave,2025-08-08 00:00:00,128.05,129.55,130.9799,121.7,0.0,0.45759,17159705.0,2174773796.0,6.995374958704999,121.08
US.CRWV,CoreWeave,2025-08-11 00:00:00,134.8,139.78,141.5,130.18,0.0,0.51814,19430289.0,2682726725.0,7.896565032805858,129.55
US.CRWV,CoreWeave,2025-08-12 00:00:00,135.825,148.75,148.8,130.43,0.0,0.77146,28929798.0,4066709023.0,6.417227071111746,139.78
US.CRWV,CoreWeave,2025-08-13 00:00:00,132.975,117.76,134.5,117.6,0.0,0.99087,37157592.0,4642739440.0,-20.83361344537815,148.75
US.CRWV,CoreWeave,2025-08-14 00:00:00,115.26,99.505,116.8799,98.8101,0.0,1.3652,51195165.0,5282038766.0,-15.501868206521745,117.76
US.CRWV,CoreWeave,2025-08-15 00:00:00,95.9,99.97,102.0,94.7,0.0,1.40429,52661059.0,5199420114.0,0.4673132003416948,99.505
US.CRWV,CoreWeave,2025-08-18 00:00:00,102.21,96.8,103.91,96.7,0.0,0.16428,33761102.0,3382314269.0,-3.1709512853856174,99.97
US.CRWV,CoreWeave,2025-08-19 00:00:00,96.44,92.89,96.5,88.65,0.0,0.15649,32158872.0,2956628330.0,-4.039256198347104,96.8
US.CRWV,CoreWeave,2025-08-20 00:00:00,90.155,91.52,91.65,85.26,0.0,0.16019,32919787.0,2908492034.0,-1.4748627408763102,92.89
US.CRWV,CoreWeave,2025-08-21 00:00:00,94.015,90.79,95.84,90.65,0.0,0.13266,27261778.0,2527100897.0,-0.7976398601398489,91.52
US.CRWV,CoreWeave,2025-08-22 00:00:00,91.09,93.99,98.6,88.58,0.0,0.16545,34000406.0,3203806671.0,3.5246172485956477,90.79
US.CRWV,CoreWeave,2025-08-25 00:00:00,94.0,92.38,94.0,90.0,0.0,0.07203,14803443.0,1359977739.0,-1.712948185977231,93.99
US.CRWV,CoreWeave,2025-08-26 00:00:00,91.82,91.39,94.77,90.32,0.0,0.07806,16042721.0,1476582092.0,-1.0716605325828046,92.38
US.CRWV,CoreWeave,2025-08-27 00:00:00,93.95,96.93,97.5,92.65,0.0,0.15935,32747405.0,3132842437.0,6.061932377721859,91.39
US.CRWV,CoreWeave,2025-08-28 00:00:00,100.64,102.79,105.5,99.9,0.0,0.22049,45313150.0,4671353284.0,6.045599917466212,96.93
US.CRWV,CoreWeave,2025-08-29 00:00:00,100.9,103.04,103.08,96.3193,0.0,0.1178,24208320.0,2419746329.0,0.24321432045918862,102.79
US.CRWV,CoreWeave,2025-09-02 00:00:00,96.63,93.34,97.13,90.7001,0.0,0.16254,33402460.0,3124721254.0,-9.4138198757764,103.04
US.CRWV,CoreWeave,2025-09-03 00:00:00,93.745,89.88,93.79,88.76,0.0,0.09218,18944025.0,1718222584.0,-3.7068780801371415,93.34
US.CRWV,CoreWeave,2025-09-04 00:00:00,88.48,87.48,89.72,85.21,0.0,0.08664,17805121.0,1561643811.0,-2.6702269692923806,89.88
US.CRWV,CoreWeave,2025-09-05 00:00:00,90.02,89.09,90.44,84.4,0.0,0.08977,18448517.0,1618776349.0,1.8404206675811607,87.48
US.CRWV,CoreWeave,2025-09-08 00:00:00,88.92,93.55,96.17,88.6427,0.0,0.12022,24705188.0,2326493757.0,5.006173532382976,89.09
US.CRWV,CoreWeave,2025-09-09 00:00:00,99.885,100.22,103.89,97.05,0.0,0.19604,40286652.0,4043911458.0,7.129877071084984,93.55
US.CRWV,CoreWeave,2025-09-10 00:00:00,110.025,117.14,124.9,109.01,0.0,0.34124,70126969.0,8282139268.0,16.88285771303133,100.22
US.CRWV,CoreWeave,2025-09-11 00:00:00,117.9,112.69,118.643,112.13,0.0,0.12252,25179328.0,2913812136.0,-3.7988731432473983,117.14
US.CRWV,CoreWeave,2025-09-12 00:00:00,113.925,111.96,115.31,104.07,0.0,0.15839,32550357.0,3552656666.0,-0.6477948353891242,112.69
